username,platform,content_type,category,country,influencer_tier,followers,following,posts,avg_likes,avg_comments,avg_shares,avg_views,engagement_rate,date_joined,engagement_quality,follower_category
katrina95851,Instagram,Carousel,Music,Japan,Micro,55342,43222,4703,3431,150,108,0,6.26,2024-08-18,Viral,Micro
cordovajesus205,Instagram,Video,Sports,Germany,Micro,52545,38209,3227,3210,248,54,0,4.77,2024-08-30,High,Micro
nicholeadams144,YouTube,Image,Food,Australia,Nano,3000,1818,2160,87,3,3,791,2.46,2024-05-22,Medium,Nano
kparker415,YouTube,Live,Fitness,Mexico,Macro,712664,34375,1986,24006,1812,729,278800,3.73,2023-12-14,High,Macro
kelsey63461,Twitter,Live,Beauty,Germany,Nano,1271,849,2112,85,3,3,0,7.52,2024-04-25,Viral,Nano
carriemunoz931,YouTube,Carousel,Music,Brazil,Nano,8898,1490,2306,589,45,18,3272,7.34,2024-09-05,Viral,Nano
tanya04832,Instagram,Carousel,Fashion,Brazil,Micro,32795,10938,633,1361,122,50,0,3.94,2024-10-06,High,Micro
merrittronald854,YouTube,Carousel,Gaming,Mexico,Macro,777125,8118,4477,6861,705,513,85613,1.12,2024-02-03,Medium,Macro
samanthacarroll748,TikTok,Image,Music,India,Micro,73501,11863,3890,2163,123,162,7126,2.38,2024-04-24,Medium,Micro
hjohnson728,YouTube,Live,Food,USA,Nano,6028,1956,2378,337,27,12,1642,5.36,2023-11-09,High,Nano
dhernandez676,Facebook,Story,Beauty,Mexico,Micro,72831,6167,3583,211,17,3,0,0.3,2023-04-29,Low,Micro
garciajoe59,TikTok,Live,Tech,USA,Macro,615357,49354,939,18703,0,676,142869,3.87,2024-01-02,High,Macro
mmcbride284,Facebook,Story,Tech,USA,Micro,91230,45340,4842,1750,42,121,0,2.7,2024-10-17,Medium,Micro
youngthomas174,TikTok,Reel,Fitness,Japan,Nano,1308,1170,71,122,8,6,1746,9.08,2024-09-03,Viral,Nano
tararodgers302,Twitter,Live,Gaming,Mexico,Micro,88860,9613,4386,2320,0,62,0,2.88,2023-11-16,Medium,Micro
mfranco803,YouTube,Video,Travel,UK,Nano,8670,3863,1889,865,34,64,4422,9.17,2024-03-22,Viral,Nano
carlsonjames94,Facebook,Image,Education,India,Mega,7703427,25319,2866,5623,258,109,0,0.1,2024-05-22,Low,Mega
schwartzdonna685,Twitter,Reel,Sports,Australia,Macro,129559,22268,2099,4950,470,261,0,4.65,2023-06-10,High,Macro
chawkins177,YouTube,Story,Education,UK,Macro,825657,10270,2120,1686,46,80,7044,0.2,2024-06-30,Low,Macro
brianna23405,Twitter,Image,Music,USA,Macro,960951,10602,4541,1067,106,49,0,0.14,2024-05-08,Low,Macro
matthew54469,YouTube,Story,Fashion,USA,Nano,9520,4676,4220,198,19,7,2176,2.44,2023-06-24,Medium,Nano
jose75904,Twitter,Carousel,Food,Mexico,Mega,2499963,35478,490,17175,528,1209,0,0.53,2024-03-27,Low,Mega
ewalters677,Instagram,Reel,Fashion,Mexico,Micro,40104,25088,4850,3525,200,53,0,7.72,2024-03-02,Viral,Micro
tylermyers125,Instagram,Story,Beauty,Mexico,Micro,68824,7104,2107,598,41,13,0,0.77,2024-04-10,Low,Micro
jclark625,TikTok,Story,Travel,India,Micro,15086,6678,3380,18,0,1,128,0.1,2023-09-11,Low,Micro
mariaguzman506,TikTok,Live,Food,Mexico,Micro,11813,8065,3422,234,7,4,963,2.37,2024-07-20,Medium,Micro
xdelgado771,Instagram,Image,Beauty,Canada,Mega,2489031,24466,2449,14889,977,258,0,0.83,2023-10-09,Low,Mega
jennifer79999,TikTok,Image,Music,USA,Nano,6809,469,820,239,23,18,1999,3.17,2024-11-29,High,Nano
tcarroll343,Twitter,Carousel,Fashion,Mexico,Micro,71725,32971,4107,1966,57,40,0,2.25,2023-02-10,Medium,Micro
pauljohnson251,TikTok,Image,Food,France,Macro,506924,5664,4815,14676,725,570,168702,2.87,2024-03-23,Medium,Macro
ellisonbenjamin435,Instagram,Reel,Tech,Australia,Micro,41876,4689,143,2227,182,138,0,6.74,2023-07-31,Viral,Micro
jcole138,TikTok,Carousel,Food,UK,Macro,435876,42873,2069,8180,487,621,117480,2.13,2023-05-04,Medium,Macro
brianna80782,TikTok,Reel,Music,,Nano,3259,2013,4946,236,20,8,1568,10.28,2024-03-08,Viral,Nano
atkinsoncaroline882,TikTok,Reel,Tech,India,Nano,8926,8577,2142,890,84,30,12456,9.44,2023-07-07,Viral,Nano
cartermandy499,Facebook,Video,Gaming,France,Nano,1408,226,4940,138,3,9,0,8.61,2024-03-15,Viral,Nano
johnsonjoshua103,Instagram,Carousel,Tech,Japan,Nano,8815,6566,3206,483,27,0,0,4.51,2024-10-26,High,Nano
andersonelizabeth979,Facebook,Reel,Fitness,UK,Nano,5638,2212,2925,611,34,12,0,9.62,2023-01-25,Viral,Nano
jenna36658,Twitter,Image,Fashion,Germany,Nano,7609,4348,1428,395,26,30,0,4.32,2024-01-06,High,Nano
qjohnson353,YouTube,Live,Beauty,Japan,Micro,97435,44210,3330,3811,384,100,38799,5.15,2024-03-31,High,Micro
nheath982,Instagram,Live,Music,Japan,Macro,810827,21244,4176,16431,1006,1294,0,1.68,2023-05-23,Medium,Macro
yangjames474,Facebook,Reel,Beauty,India,Macro,718530,17460,4005,30700,957,1152,0,3.97,2024-02-02,High,Macro
kirkyoung375,Twitter,Image,Food,France,Mega,8067602,9619,4374,8288,331,262,0,0.1,2023-04-01,Low,Mega
cburton950,Instagram,Story,Fitness,Australia,Micro,28104,23080,333,509,0,38,0,1.53,2023-08-23,Medium,Micro
brittanyaguilar353,Facebook,Live,Sports,UK,Nano,3792,700,507,430,29,28,0,8.94,2023-04-02,Viral,Nano
qbrooks722,Twitter,Carousel,Sports,,Micro,18891,1826,3102,449,19,30,0,3.17,2024-04-27,High,Micro
emmaparrish670,Instagram,Image,Food,Brazil,Nano,4294,3628,2733,82,3,6,0,1.95,2023-05-25,Medium,Nano
shannonlisa423,TikTok,Live,Sports,UK,Macro,514912,21367,690,7091,392,73,96109,1.44,2024-05-18,Medium,Macro
mjackson347,Twitter,Image,Fashion,India,Nano,8608,2179,2229,353,24,0,0,5.03,2024-09-25,High,Nano
andrew53604,Instagram,Image,Fitness,Australia,Macro,191468,26221,1934,3678,251,217,0,1.75,2024-02-19,Medium,Macro
kyle0121,Facebook,Story,Music,Germany,Micro,83593,27902,3635,1570,65,43,0,1.5,2024-03-13,Medium,Micro
wyattryan341,Facebook,Image,Fitness,Australia,Nano,1669,390,25,41,1,0,0,3.23,2024-02-26,High,Nano
michaelbrown689,TikTok,Carousel,Travel,France,Mega,3686538,19489,3446,84708,9198,2976,886798,1.88,2023-04-16,Medium,Mega
diazmatthew804,Twitter,Carousel,Travel,Mexico,Micro,25420,6621,2448,864,76,14,0,2.94,2023-09-19,Medium,Micro
manncheryl595,YouTube,Carousel,Travel,Mexico,Macro,635245,27558,1246,13326,947,434,161273,2.53,2024-04-22,Medium,Macro
richard35516,TikTok,Video,Sports,,Micro,83796,4465,3774,6100,719,235,19537,5.72,2024-01-21,High,Micro
edward31858,YouTube,Story,Fitness,USA,Nano,4198,1808,3941,52,4,0,287,1.32,2023-03-17,Medium,Nano
leepatricia366,Facebook,Video,Food,France,Macro,241125,28633,3875,6170,311,297,0,2.84,2024-06-10,Medium,Macro
delliott394,TikTok,Carousel,Tech,USA,Nano,8475,7192,3175,328,35,15,2368,5.31,2024-04-03,High,Nano
samanthawang182,YouTube,Image,Fashion,France,Macro,297106,5127,354,3016,0,53,11135,1.38,2023-07-30,Medium,Macro
davidgomez685,TikTok,Story,Food,Brazil,Micro,35485,14559,3435,860,36,36,7664,1.93,2023-05-06,Medium,Micro
samuelsmith473,TikTok,Reel,Music,Brazil,Macro,826315,47678,2349,849,65,16,6199,0.1,2023-03-19,Low,Macro
lanesherry503,YouTube,Live,Sports,UK,Micro,40702,11711,4629,1170,127,17,14922,3.98,2023-03-30,High,Micro
lisarogers272,Instagram,Live,Travel,Canada,Macro,416129,17014,3983,9502,795,697,0,2.23,2023-03-07,Medium,Macro
wayne07119,TikTok,Image,Beauty,UK,Macro,798503,46727,2105,22035,658,572,291758,3.25,2024-06-13,High,Macro
james1954,Facebook,Story,Fashion,USA,Micro,44766,39537,3825,156,4,10,0,0.35,2023-09-23,Low,Micro
mark22316,TikTok,Story,Food,Germany,Macro,906885,24185,2574,11570,825,512,62972,1.1,2024-03-24,Medium,Macro
holtteresa796,YouTube,Carousel,Travel,UK,Nano,3870,1740,427,368,41,6,2910,7.55,2024-06-21,Viral,Nano
jason00844,TikTok,Video,Sports,India,Macro,803584,10672,103,11511,863,441,123828,2.02,2024-01-01,Medium,Macro
amandafuller901,TikTok,Image,Music,USA,Nano,9733,7531,3224,406,24,30,2039,4.31,2023-02-18,High,Nano
zacharyparker927,Facebook,Live,Music,Brazil,Micro,51152,19795,2277,1899,80,104,0,3.99,2024-07-30,High,Micro
dana22947,TikTok,Reel,Beauty,Mexico,Nano,1045,636,1966,77,7,5,1127,8.03,2024-09-30,Viral,Nano
amanda82547,Twitter,Image,Travel,Germany,Macro,660335,49594,3337,2429,265,168,0,0.48,2024-03-25,Low,Macro
eric84128,Twitter,Carousel,Fashion,Mexico,Micro,67839,11388,2508,2041,201,90,0,3.08,2024-08-27,High,Micro
alexander84709,Instagram,Story,Music,UK,Micro,36825,26217,2038,2348,165,165,0,4.92,2024-04-15,High,Micro
nixonkristopher123,TikTok,Reel,Travel,Mexico,Mega,7055825,32266,1113,230662,11193,3191,2262048,2.96,2023-12-15,Medium,Mega
marvin57131,TikTok,Video,Education,USA,Micro,22986,12860,508,2226,75,70,29680,7.92,2023-01-23,Viral,Micro
michael86565,TikTok,Live,Tech,Germany,Micro,75548,1574,2656,5437,425,223,52374,5.54,2023-12-26,High,Micro
candice14446,Twitter,Image,Music,France,Macro,275341,38116,693,308,12,23,0,0.1,2023-09-30,Low,Macro
stephenchase167,Twitter,Live,Education,Japan,Micro,33027,18925,2589,1899,64,24,0,5.42,2023-02-06,High,Micro
meagan23315,Facebook,Carousel,Travel,Brazil,Nano,1438,641,1411,83,8,4,0,7.05,2023-12-17,Viral,Nano
moliver359,Twitter,Reel,Tech,Mexico,Micro,73240,26821,3090,3640,152,249,0,4.92,2023-09-22,High,Micro
larrysantiago238,Facebook,Live,Gaming,India,Nano,9592,445,2283,718,49,34,0,8.36,2023-10-29,Viral,Nano
pricelarry850,TikTok,Video,Food,India,Micro,88223,26707,2975,8270,829,272,119044,7.45,2023-06-09,Viral,Micro
sarah32792,Twitter,Live,Fashion,Mexico,Micro,82109,22769,424,7615,811,78,0,7.17,2024-01-10,Viral,Micro
awood599,Twitter,Reel,Tech,Australia,Mega,8013345,11321,4822,125966,3948,6054,0,1.44,2023-05-30,Medium,Mega
ipugh801,YouTube,Carousel,Education,Australia,Micro,80731,32223,3815,1724,151,115,15046,2.64,2023-02-12,Medium,Micro
donald27109,Twitter,Story,Food,Australia,Nano,7292,1200,2765,120,6,7,0,1.97,2023-11-07,Medium,Nano
renee31836,TikTok,Video,Food,Australia,Micro,95851,8120,3439,8797,962,451,102105,8.32,2023-07-03,Viral,Micro
scott73941,Instagram,Video,Music,Japan,Nano,2567,2028,3169,167,8,10,0,7.41,2023-12-30,Viral,Nano
matthew37680,Facebook,Reel,Food,Japan,Nano,1852,423,2149,92,3,2,0,6.16,2024-10-18,Viral,Nano
cameronjames67,Instagram,Carousel,Sports,Japan,Nano,2631,2213,1795,171,0,7,0,5.87,2023-10-13,High,Nano
lchapman976,Instagram,Image,Travel,UK,Mega,4703738,28093,1658,13366,646,140,0,0.33,2024-06-24,Low,Mega
rjones756,YouTube,Video,Food,Canada,Macro,481430,10583,2550,16534,1613,461,92201,3.61,2024-05-22,High,Macro
raymond48645,Instagram,Live,Travel,Germany,Mega,3573267,19354,2247,121235,9048,2522,0,2.75,2023-05-17,Medium,Mega
michael237,Instagram,Video,Travel,Japan,Micro,40699,30836,4077,1868,212,37,0,5.94,2023-04-07,High,Micro
reyeshailey563,TikTok,Image,Fitness,UK,Nano,3953,3720,3545,70,8,5,872,1.59,2024-03-07,Medium,Nano
afreeman873,Instagram,Carousel,Beauty,Mexico,Nano,1725,1674,1879,100,3,6,0,8.21,2023-12-17,Viral,Nano
sherrygomez767,Instagram,Story,Food,Brazil,Nano,3952,2548,2259,56,5,3,0,1.2,2023-11-13,Medium,Nano
lisadennis666,YouTube,Carousel,Sports,USA,Micro,44051,31304,2037,1482,166,116,12114,2.69,2024-02-21,Medium,Micro
acevedoheidi758,Instagram,Image,Food,Brazil,Micro,29478,13560,4432,1257,35,91,0,3.96,2024-04-25,High,Micro
suzannemorrison595,Twitter,Image,Music,Australia,Mega,6503599,14770,3829,27991,3347,556,0,0.4,2024-03-25,Low,Mega
rwolfe145,YouTube,Live,Travel,India,Macro,328719,10076,1041,10106,642,486,97816,2.62,2023-10-18,Medium,Macro
littlemaxwell221,YouTube,Reel,Fitness,Germany,Micro,13617,4173,1103,965,89,14,5788,6.52,2023-04-03,Viral,Micro
ssexton824,TikTok,Video,Tech,Germany,Micro,55110,41168,3750,5327,433,279,19314,7.9,2024-05-24,Viral,Micro
alicia22240,Instagram,Story,Gaming,Mexico,Mega,6065555,42166,1145,6847,401,423,0,0.14,2023-12-02,Low,Mega
daviskristy525,Instagram,Image,Food,Japan,Micro,42528,11437,661,2033,175,159,0,4.46,2024-10-30,High,Micro
petersonmelissa2,Facebook,Live,Beauty,,Nano,1348,685,4100,62,4,4,0,4.64,2023-12-22,High,Nano
veronica15819,Instagram,Reel,Music,Japan,Micro,32908,103,1119,2184,152,125,0,6.85,2024-03-01,Viral,Micro
turnertraci632,TikTok,Video,Travel,Japan,Micro,94855,3914,2496,5510,621,367,38379,5.59,2023-02-08,High,Micro
kelseyaustin296,Twitter,Reel,Sports,Germany,Micro,96190,33430,3309,8959,708,658,0,7.59,2023-08-30,Viral,Micro
xpennington264,YouTube,Video,Music,India,Nano,4163,2996,3169,290,24,5,2369,9.77,2023-10-13,Viral,Nano
john85926,YouTube,Story,Gaming,India,Micro,37004,23851,4634,225,7,15,1300,0.84,2024-08-02,Low,Micro
jeffrey81226,Twitter,Video,Music,Germany,Micro,37489,35617,4038,2222,175,164,0,7.4,2023-07-17,Viral,Micro
angelnguyen102,TikTok,Reel,Education,UK,Nano,4537,1463,4748,572,60,30,8174,9.71,2023-05-06,Viral,Nano
awarren240,Twitter,Video,Sports,USA,Macro,463347,26404,4761,25233,1029,1858,0,4.37,2023-11-23,High,Macro
lisa5225,Instagram,Carousel,Education,Australia,Micro,82205,45206,406,2063,237,143,0,2.72,2024-09-25,Medium,Micro
wellsjoshua177,Instagram,Reel,Fitness,India,Macro,768405,49637,2475,16228,1013,1165,0,2.66,2024-06-23,Medium,Macro
sbailey891,Instagram,Reel,Travel,Japan,Micro,75116,25215,2160,3328,215,152,0,5.94,2023-11-01,High,Micro
johnstonapril411,YouTube,Reel,Education,Canada,Macro,159753,34774,4694,4778,310,155,37406,3.19,2023-07-24,High,Macro
slittle328,Twitter,Video,Education,UK,Micro,34832,13267,2823,2845,110,160,0,7.5,2023-12-04,Viral,Micro
hernandezmichelle481,Twitter,Image,Tech,Mexico,Nano,8797,7386,3900,114,9,8,0,1.42,2024-06-12,Medium,Nano
hannah55865,Instagram,Reel,Fitness,Germany,Micro,40458,14515,1114,2049,201,158,0,6.34,2024-01-15,Viral,Micro
amberleon447,Facebook,Reel,Gaming,Australia,Micro,24918,20244,610,1797,194,96,0,5.59,2024-09-21,High,Micro
michaelguerra870,YouTube,Video,Gaming,France,Macro,623713,48991,4588,19608,1379,904,289823,2.59,2023-08-14,Medium,Macro
jennifer15324,Twitter,Carousel,Education,Japan,Micro,24228,21927,67,755,62,43,0,3.07,2023-03-12,High,Micro
martinwilliam180,YouTube,Story,Tech,France,Macro,431125,38804,3539,2303,105,88,31704,0.64,2023-01-13,Low,Macro
wyattcharles861,TikTok,Image,Fashion,Germany,Micro,86073,15757,3172,74,6,4,942,0.1,2024-01-25,Low,Micro
bryantdaniel489,Twitter,Video,Education,Canada,Mega,6873407,40622,1714,113173,12392,3286,0,1.32,2024-04-12,Medium,Mega
zramirez518,YouTube,Carousel,Travel,Brazil,Micro,43604,1750,4797,1281,62,36,5847,2.91,2024-08-03,Medium,Micro
hriggs825,TikTok,Image,Gaming,Australia,Mega,5103189,33615,4713,73474,5650,1521,476421,1.5,2023-10-29,Medium,Mega
lisayoung269,Instagram,Image,Travel,France,Micro,98162,16779,4224,1805,61,94,0,1.67,2024-06-11,Medium,Micro
nicole3590,Facebook,Reel,Tech,India,Mega,3436743,25518,4795,52236,3889,1458,0,1.69,2024-01-17,Medium,Mega
nicolegonzalez615,YouTube,Story,Travel,India,Micro,96619,32546,3789,2744,251,133,8577,3.5,2023-07-17,High,Micro
ashley53499,Facebook,Story,Music,Mexico,Macro,544009,34609,2928,8578,752,556,0,2.09,2024-08-19,Medium,Macro
shermananita754,TikTok,Image,Fashion,USA,Mega,5197520,9524,522,84518,6003,5763,1238441,1.95,2023-01-18,Medium,Mega
ashleysmith774,Facebook,Live,Music,Brazil,Micro,55236,47947,1436,3088,237,130,0,4.35,2024-05-06,High,Micro
hullstephanie336,Instagram,Reel,Education,France,Nano,4382,1147,3854,505,31,28,0,9.29,2024-03-18,Viral,Nano
elizabethbennett853,Instagram,Live,Education,Brazil,Micro,64955,21141,1402,2334,275,23,0,4.67,2024-10-11,High,Micro
nolansandra493,Instagram,Live,Music,UK,Macro,193607,15245,2825,4511,360,75,0,2.46,2023-10-29,Medium,Macro
elizabethkelly842,TikTok,Video,Travel,Canada,Micro,43097,36663,724,2303,195,174,14272,7.09,2024-04-13,Viral,Micro
emily08473,Twitter,Image,Music,UK,Nano,8283,5143,238,250,13,18,0,3.12,2024-09-19,High,Nano
grahamjulia848,Facebook,Video,Fitness,Australia,Nano,9780,3212,3637,1197,67,14,0,11.39,2023-02-18,Viral,Nano
joshuaguerrero93,Twitter,Image,Education,Brazil,Micro,60397,20282,2080,1501,72,50,0,2.45,2023-07-16,Medium,Micro
burtonjeffrey339,YouTube,Image,Tech,UK,Mega,9692157,49180,3980,166315,4659,3497,1572549,1.61,2023-09-07,Medium,Mega
austinortiz656,TikTok,Reel,Fitness,Canada,Micro,70142,31107,4026,6081,590,342,28259,7.69,2024-05-10,Viral,Micro
weaverraymond764,Instagram,Carousel,Music,USA,Micro,95071,4297,3985,3758,0,250,0,5.2,2024-04-09,High,Micro
zstevenson885,Instagram,Carousel,Gaming,UK,Macro,214086,36244,656,1103,29,74,0,0.47,2024-02-11,Low,Macro
dalethompson903,Instagram,Story,Tech,India,Micro,99590,44338,3360,1944,51,41,0,2.18,2024-03-18,Medium,Micro
xrodriguez468,TikTok,Video,Music,Australia,Macro,577290,19559,2627,28007,1938,0,252722,4.62,2023-04-21,High,Macro
robert00783,Instagram,Reel,Beauty,Mexico,Nano,6073,3737,3665,718,41,33,0,9.71,2023-04-13,Viral,Nano
amandaallen760,Facebook,Image,Fashion,Australia,Mega,4842507,44639,3961,4490,134,351,0,0.1,2023-12-10,Low,Mega
amandaturner809,TikTok,Carousel,Gaming,UK,Micro,57741,23451,2637,1671,170,93,11943,3.17,2023-06-28,High,Micro
triley96,Instagram,Story,Gaming,Australia,Nano,8339,1480,1179,354,13,16,0,3.59,2024-09-08,High,Nano
rodriguezamanda245,TikTok,Image,Fitness,Germany,Nano,5564,1681,4067,158,0,4,851,2.93,2023-06-02,Medium,Nano
acameron132,TikTok,Story,Food,Brazil,Micro,96056,26882,1483,1548,94,95,18833,1.29,2024-07-18,Medium,Micro
nalvarez753,Instagram,Reel,Fashion,Japan,Micro,34231,25248,829,1953,49,82,0,7.83,2023-01-29,Viral,Micro
adam66622,Facebook,Live,Fitness,Canada,Nano,1200,425,2572,96,10,7,0,7.14,2023-12-27,Viral,Nano
johnsonpaul958,YouTube,Live,Food,Germany,Micro,58363,1261,3716,2423,149,51,24573,4.08,2024-07-19,High,Micro
holmesmichael250,YouTube,Live,Travel,Mexico,Nano,1307,588,2089,84,9,2,367,6.15,2023-03-11,Viral,Nano
corey58378,TikTok,Carousel,Fashion,Germany,Micro,59708,27639,4556,2130,66,96,21428,4.36,2023-10-05,High,Micro
lindaolsen761,YouTube,Story,Fashion,Canada,Mega,8421444,34085,3282,10273,301,630,69303,0.1,2024-11-20,Low,Mega
jvazquez871,Instagram,Carousel,Sports,India,Macro,821331,24710,2116,18054,1053,1119,0,1.86,2024-04-16,Medium,Macro
troybrown981,YouTube,Image,Sports,UK,Micro,44581,42296,64,1449,104,53,13372,3.04,2024-01-20,High,Micro
dhammond525,Twitter,Image,Fashion,Mexico,Nano,2357,1976,1625,134,14,2,0,5.4,2023-09-19,High,Nano
ggentry254,YouTube,Video,Tech,USA,Nano,8362,6241,3077,877,17,24,8263,10.4,2023-07-15,Viral,Nano
michaelmichael422,YouTube,Story,Education,Germany,Micro,91846,6117,1762,559,63,13,6894,0.79,2023-12-15,Low,Micro
kaitlyn35540,Instagram,Carousel,Tech,Mexico,Nano,4800,2381,1456,264,7,20,0,7.17,2024-08-27,Viral,Nano
patricia97879,Instagram,Live,Education,UK,Micro,94796,39774,4288,4784,239,0,0,4.59,2024-05-20,High,Micro
jennifer76483,YouTube,Story,Education,USA,Nano,7488,5440,4563,75,4,3,735,0.92,2024-03-05,Low,Nano
pwilliams447,TikTok,Story,Sports,Canada,Mega,3570940,43116,3544,13038,465,561,137216,0.33,2024-07-05,Low,Mega
fwilliams147,TikTok,Live,Fitness,Canada,Micro,29394,23082,2713,2092,150,136,19210,6.68,2024-09-08,Viral,Micro
rwells635,TikTok,Image,Sports,Brazil,Micro,49008,32307,3898,1045,82,73,9710,2.84,2024-08-14,Medium,Micro
francesaguilar811,YouTube,Live,Sports,Japan,Mega,9525360,14635,1562,130390,5687,9572,1516691,1.64,2023-04-16,Medium,Mega
djackson8,Instagram,Story,Food,Australia,Micro,56204,46963,4145,2235,91,98,0,3.61,2023-08-25,High,Micro
debra63723,Facebook,Image,Education,Japan,Macro,928065,33386,3853,1053,112,24,0,0.1,2024-04-11,Low,Macro
cperez112,TikTok,Story,Tech,India,Micro,77246,32395,1533,104,12,5,1446,0.11,2024-01-20,Low,Micro
michaelkeith933,YouTube,Carousel,Food,India,Nano,7673,529,4917,285,6,10,3382,3.82,2024-08-18,High,Nano
wagnercatherine982,Facebook,Carousel,Music,Canada,Macro,922193,49993,3077,29481,1847,1165,0,2.61,2023-02-08,Medium,Macro
harrischristine225,TikTok,Story,Beauty,France,Macro,194512,25472,4957,2735,172,121,30823,1.1,2024-10-11,Medium,Macro
rachaelstevenson875,Twitter,Story,Education,UK,Mega,8711060,17724,3764,249744,26617,11302,0,2.39,2023-01-22,Medium,Mega
christopher32322,Twitter,Video,Music,Mexico,Nano,6462,3872,3954,613,41,17,0,9.89,2023-04-04,Viral,Nano
ogreene909,Instagram,Image,Travel,France,Micro,45820,23505,1405,1183,81,45,0,2.16,2024-06-20,Medium,Micro
gonzalezdebra828,Twitter,Carousel,Tech,Canada,Mega,9608569,17348,3101,123648,13055,2872,0,1.3,2023-03-28,Medium,Mega
annstewart290,YouTube,Reel,Sports,USA,Mega,6386699,6359,1897,103217,3052,3254,587972,2.09,2024-11-27,Medium,Mega
carterangela435,YouTube,Live,Fitness,Mexico,Micro,34784,33721,1719,766,77,10,3293,2.94,2023-01-25,Medium,Micro
jreynolds689,Twitter,Story,Fitness,Germany,Macro,660489,2326,1072,20386,1312,293,0,4.15,2024-10-08,High,Macro
jameslauren753,TikTok,Story,Gaming,India,Nano,6918,458,1530,153,12,8,1891,3.02,2024-03-04,High,Nano
nicholas80829,TikTok,Image,Travel,France,Micro,52561,11067,4692,1155,93,37,9898,2.89,2024-05-02,Medium,Micro
belljessica956,YouTube,Story,Fashion,Australia,Nano,2262,1609,4500,51,1,0,200,3.14,2024-11-27,High,Nano
michaelrivera276,YouTube,Live,Travel,UK,Nano,4275,712,1475,338,35,9,1468,8.05,2023-08-07,Viral,Nano
whester260,Facebook,Live,Music,Germany,Macro,447072,22520,857,9763,785,101,0,2.53,2023-02-18,Medium,Macro
coreygoodwin803,Twitter,Live,Fitness,Germany,Macro,217476,43167,4680,2970,265,220,0,1.94,2024-06-06,Medium,Macro
cooperpaula911,Twitter,Video,Education,France,Nano,8559,636,485,1095,90,21,0,10.32,2024-11-04,Viral,Nano
gabriel6499,Instagram,Image,Education,Germany,Micro,60821,32472,4299,1635,126,24,0,3.1,2024-03-16,High,Micro
lindajones123,Facebook,Image,Music,Germany,Macro,864982,34974,4464,3763,252,147,0,0.47,2024-09-30,Low,Macro
scooper53,Instagram,Image,Food,Germany,Macro,785761,43120,1331,31939,1572,1347,0,3.14,2024-04-09,High,Macro
bgordon406,YouTube,Image,Fitness,UK,Micro,99072,46430,4646,2570,185,194,34103,2.99,2023-08-07,Medium,Micro
piercejulie15,YouTube,Reel,Fitness,USA,Macro,422805,16415,2803,22419,2563,631,187298,4.12,2024-09-28,High,Macro
lalvarez206,YouTube,Carousel,Fitness,India,Nano,4343,3693,55,388,29,19,2613,7.43,2024-11-18,Viral,Nano
leonardmichael888,Twitter,Image,Gaming,Australia,Nano,6932,2139,3191,330,18,19,0,3.87,2023-05-18,High,Nano
jacksonrenee171,TikTok,Story,Fashion,France,Micro,66043,30898,4937,1525,43,36,18418,2.03,2024-01-18,Medium,Micro
hchan831,Facebook,Video,Gaming,India,Macro,752190,21488,1119,42139,3676,3321,0,4.57,2023-08-22,High,Macro
emily73652,TikTok,Video,Fashion,Mexico,Micro,19216,17873,879,1340,34,22,17687,5.73,2024-06-30,High,Micro
rogersfrancisco399,Instagram,Carousel,Fitness,Japan,Macro,390979,28771,2660,6828,429,235,0,2.22,2024-08-04,Medium,Macro
